country,year,population_0-19,population_20-39,population_40-59,population_60+
South Korea,2002,6420000,16600000,12000000,5580000
South Korea,2003,6130000,16400000,12400000,5810000
South Korea,2004,5880000,16300000,12800000,6010000
South Korea,2005,5680000,16100000,13200000,6200000
South Korea,2006,5530000,15900000,13500000,6420000
South Korea,2007,5510000,15700000,13800000,6680000
South Korea,2008,5560000,15500000,14100000,6960000
South Korea,2009,5630000,15200000,14500000,7240000
South Korea,2010,5730000,15000000,14800000,7510000
South Korea,2011,5780000,14800000,15200000,7800000
South Korea,2012,5770000,14700000,15700000,8130000
South Korea,2013,5700000,14700000,16200000,8480000
South Korea,2014,5600000,14600000,16600000,8870000
South Korea,2015,5490000,14500000,16900000,9340000
South Korea,2016,5340000,14500000,17000000,9840000
South Korea,2017,5110000,14500000,17000000,10300000
South Korea,2018,4850000,14400000,16900000,10900000
South Korea,2019,4590000,14300000,16900000,11400000
South Korea,2020,4290000,14200000,16800000,12000000
South Korea,2021,3970000,13900000,16700000,12700000
South Korea,2022,3780000,13700000,16700000,13200000
South Korea,2023,3670000,13500000,16600000,13700000
South Korea,2024,3580000,13300000,16500000,14200000
South Sudan,1950,689000,697000,339000,138000
South Sudan,1951,694000,711000,344000,137000
South Sudan,1952,700000,726000,349000,137000
South Sudan,1953,710000,741000,355000,137000
South Sudan,1954,726000,756000,361000,138000
South Sudan,1955,744000,772000,368000,138000
South Sudan,1956,762000,787000,375000,138000
South Sudan,1957,780000,803000,382000,138000
South Sudan,1958,798000,816000,388000,138000
South Sudan,1959,814000,828000,394000,138000
South Sudan,1960,832000,840000,400000,138000
South Sudan,1961,849000,852000,406000,138000
South Sudan,1962,866000,866000,412000,139000
South Sudan,1963,880000,880000,418000,139000
South Sudan,1964,893000,897000,426000,139000
South Sudan,1965,906000,914000,434000,140000
South Sudan,1966,915000,927000,439000,140000
South Sudan,1967,925000,937000,444000,139000
South Sudan,1968,938000,946000,449000,138000
South Sudan,1969,957000,951000,454000,137000
South Sudan,1970,976000,956000,458000,136000
South Sudan,1971,1000000,965000,465000,137000
South Sudan,1972,1030000,979000,474000,140000
South Sudan,1973,1060000,997000,485000,144000
South Sudan,1974,1100000,1020000,497000,148000
South Sudan,1975,1130000,1040000,509000,153000
South Sudan,1976,1160000,1070000,521000,158000
South Sudan,1977,1190000,1090000,533000,162000
South Sudan,1978,1220000,1120000,546000,167000
South Sudan,1979,1250000,1140000,558000,172000
South Sudan,1980,1270000,1170000,570000,177000
South Sudan,1981,1300000,1190000,583000,182000
South Sudan,1982,1330000,1220000,595000,187000
South Sudan,1983,1360000,1240000,607000,192000
South Sudan,1984,1380000,1260000,616000,197000
South Sudan,1985,1410000,1270000,624000,201000
South Sudan,1986,1440000,1280000,633000,205000
South Sudan,1987,1460000,1280000,633000,207000
South Sudan,1988,1400000,1270000,618000,198000
South Sudan,1989,1330000,1260000,600000,189000
South Sudan,1990,1350000,1270000,594000,191000
South Sudan,1991,1410000,1300000,599000,196000
South Sudan,1992,1470000,1330000,600000,199000
South Sudan,1993,1520000,1340000,598000,201000
South Sudan,1994,1580000,1380000,605000,206000
South Sudan,1995,1620000,1430000,619000,212000
South Sudan,1996,1660000,1470000,629000,218000
South Sudan,1997,1710000,1520000,642000,224000
South Sudan,1998,1720000,1570000,653000,226000
South Sudan,1999,1740000,1640000,670000,230000
South Sudan,2000,1790000,1730000,700000,241000
South Sudan,2001,1850000,1830000,733000,252000
South Sudan,2002,1900000,1930000,768000,264000
South Sudan,2003,1950000,2030000,807000,276000
South Sudan,2004,2010000,2150000,851000,290000
South Sudan,2005,2100000,2270000,901000,305000
South Sudan,2006,2190000,2400000,956000,321000
South Sudan,2007,2310000,2530000,1020000,338000
South Sudan,2008,2420000,2660000,1090000,356000
South Sudan,2009,2520000,2790000,1160000,372000
South Sudan,2010,2620000,2980000,1250000,391000
South Sudan,2011,2740000,3190000,1350000,413000
South Sudan,2012,2830000,3340000,1440000,432000
South Sudan,2013,2920000,3450000,1530000,451000
South Sudan,2014,2930000,3370000,1580000,457000
South Sudan,2015,2890000,3210000,1600000,454000
South Sudan,2016,2790000,2980000,1600000,446000
South Sudan,2017,2640000,2590000,1560000,429000
South Sudan,2018,2590000,2450000,1580000,433000
South Sudan,2019,2630000,2570000,1660000,456000
South Sudan,2020,2690000,2670000,1730000,480000
South Sudan,2021,2740000,2730000,1790000,501000
South Sudan,2022,2800000,2800000,1830000,522000
South Sudan,2023,2920000,2980000,1930000,558000
South Sudan,2024,3050000,3170000,2020000,596000
Spain,1950,5390000,8870000,5990000,3050000
Spain,1951,5320000,8930000,6110000,3100000
Spain,1952,5290000,9000000,6210000,3140000
Spain,1953,5150000,9110000,6300000,3200000
Spain,1954,5010000,9190000,6380000,3250000
Spain,1955,4990000,9250000,6440000,3330000
Spain,1956,5010000,9320000,6480000,3400000
Spain,1957,5010000,9360000,6520000,3460000
Spain,1958,5100000,9360000,6570000,3520000
Spain,1959,5270000,9310000,6630000,3580000
Spain,1960,5400000,9280000,6670000,3680000
Spain,1961,5490000,9260000,6750000,3790000
Spain,1962,5600000,9220000,6870000,3890000
Spain,1963,5700000,9220000,6980000,3990000
Spain,1964,5780000,9230000,7090000,4090000
Spain,1965,5820000,9250000,7200000,4200000
Spain,1966,5860000,9250000,7310000,4320000
Spain,1967,5900000,9240000,7420000,4430000
Spain,1968,5920000,9250000,7530000,4540000
Spain,1969,5900000,9260000,7640000,4640000
Spain,1970,5890000,9230000,7750000,4750000
Spain,1971,5930000,9210000,7870000,4860000
Spain,1972,5980000,9240000,8000000,4970000
Spain,1973,6050000,9270000,8130000,5070000
Spain,1974,6160000,9340000,8260000,5160000
Spain,1975,6270000,9430000,8370000,5240000
Spain,1976,6340000,9490000,8500000,5330000
Spain,1977,6380000,9580000,8610000,5420000
Spain,1978,6390000,9750000,8660000,5510000
Spain,1979,6380000,9950000,8660000,5610000
Spain,1980,6370000,10100000,8690000,5740000
Spain,1981,6320000,10300000,8710000,5890000
Spain,1982,6240000,10500000,8690000,6050000
Spain,1983,6100000,10700000,8700000,6210000
Spain,1984,5960000,10900000,8730000,6370000
Spain,1985,5810000,11100000,8770000,6530000
Spain,1986,5680000,11200000,8790000,6690000
Spain,1987,5590000,11400000,8820000,6860000
Spain,1988,5520000,11500000,8860000,7030000
Spain,1989,5460000,11600000,8890000,7200000
Spain,1990,5400000,11800000,8890000,7370000
Spain,1991,5380000,12000000,8900000,7540000
Spain,1992,5360000,12200000,8930000,7720000
Spain,1993,5330000,12400000,8970000,7900000
Spain,1994,5280000,12600000,9030000,8070000
Spain,1995,5190000,12800000,9100000,8230000
Spain,1996,5070000,13000000,9190000,8380000
Spain,1997,4910000,13200000,9340000,8520000
Spain,1998,4760000,13300000,9560000,8600000
Spain,1999,4620000,13400000,9840000,8640000
Spain,2000,4520000,13500000,10100000,8720000
Spain,2001,4450000,13500000,10300000,8840000
Spain,2002,4430000,13700000,10600000,8930000
Spain,2003,4490000,13900000,11000000,9070000
Spain,2004,4530000,14000000,11300000,9240000
Spain,2005,4580000,14200000,11600000,9430000
Spain,2006,4640000,14300000,12000000,9610000
Spain,2007,4720000,14400000,12400000,9790000
Spain,2008,4790000,14400000,12700000,10000000
Spain,2009,4800000,14300000,12900000,10200000
Spain,2010,4770000,14000000,13200000,10400000
Spain,2011,4720000,13700000,13500000,10500000
Spain,2012,4650000,13300000,13700000,10700000
Spain,2013,4540000,12900000,13800000,10900000
Spain,2014,4440000,12500000,14000000,11000000
Spain,2015,4400000,12100000,14200000,11200000
Spain,2016,4380000,11800000,14400000,11400000
Spain,2017,4370000,11500000,14600000,11600000
Spain,2018,4380000,11300000,14800000,11800000
Spain,2019,4390000,11200000,14900000,12100000
Spain,2020,4370000,11100000,15100000,12300000
Spain,2021,4320000,11000000,15100000,12500000
Spain,2022,4290000,10900000,15200000,12800000
Spain,2023,4280000,10700000,15200000,13100000
Spain,2024,4290000,10600000,15100000,13500000
Sri Lanka,1950,1950000,2200000,1080000,744000
Sri Lanka,1951,1990000,2260000,1110000,711000
Sri Lanka,1952,2020000,2310000,1140000,683000
Sri Lanka,1953,2060000,2360000,1170000,660000
Sri Lanka,1954,2110000,2410000,1200000,642000
Sri Lanka,1955,2160000,2460000,1240000,627000
Sri Lanka,1956,2210000,2510000,1270000,615000
Sri Lanka,1957,2260000,2560000,1310000,606000
Sri Lanka,1958,2330000,2610000,1350000,600000
Sri Lanka,1959,2400000,2660000,1390000,597000
Sri Lanka,1960,2480000,2710000,1430000,598000
Sri Lanka,1961,2560000,2770000,1480000,602000
Sri Lanka,1962,2630000,2830000,1520000,609000
Sri Lanka,1963,2700000,2890000,1570000,619000
Sri Lanka,1964,2770000,2960000,1620000,631000
Sri Lanka,1965,2810000,3040000,1670000,644000
Sri Lanka,1966,2850000,3120000,1720000,659000
Sri Lanka,1967,2890000,3210000,1770000,677000
Sri Lanka,1968,2940000,3300000,1820000,695000
Sri Lanka,1969,2990000,3400000,1870000,716000
Sri Lanka,1970,3040000,3480000,1920000,738000
Sri Lanka,1971,3080000,3570000,1970000,761000
Sri Lanka,1972,3120000,3660000,2010000,786000
Sri Lanka,1973,3160000,3750000,2060000,812000
Sri Lanka,1974,3190000,3840000,2100000,838000
Sri Lanka,1975,3230000,3940000,2150000,866000
Sri Lanka,1976,3280000,4030000,2190000,895000
Sri Lanka,1977,3340000,4130000,2230000,926000
Sri Lanka,1978,3390000,4230000,2280000,958000
Sri Lanka,1979,3460000,4340000,2320000,992000
Sri Lanka,1980,3530000,4440000,2370000,1030000
Sri Lanka,1981,3590000,4540000,2410000,1070000
Sri Lanka,1982,3620000,4600000,2450000,1100000
Sri Lanka,1983,3610000,4620000,2480000,1140000
Sri Lanka,1984,3560000,4620000,2500000,1180000
Sri Lanka,1985,3510000,4660000,2540000,1210000
Sri Lanka,1986,3460000,4760000,2600000,1250000
Sri Lanka,1987,3420000,4850000,2660000,1290000
Sri Lanka,1988,3370000,4950000,2720000,1330000
Sri Lanka,1989,3340000,5050000,2780000,1360000
Sri Lanka,1990,3310000,5120000,2820000,1390000
Sri Lanka,1991,3310000,5200000,2870000,1430000
Sri Lanka,1992,3350000,5350000,2940000,1460000
Sri Lanka,1993,3410000,5520000,3020000,1500000
Sri Lanka,1994,3470000,5660000,3100000,1540000
Sri Lanka,1995,3540000,5790000,3210000,1570000
Sri Lanka,1996,3580000,5910000,3350000,1610000
Sri Lanka,1997,3620000,6020000,3520000,1640000
Sri Lanka,1998,3640000,6130000,3700000,1670000
Sri Lanka,1999,3640000,6220000,3910000,1710000
Sri Lanka,2000,3640000,6300000,4120000,1750000
Sri Lanka,2001,3650000,6370000,4310000,1790000
Sri Lanka,2002,3620000,6430000,4450000,1840000
Sri Lanka,2003,3590000,6470000,4560000,1890000
Sri Lanka,2004,3560000,6500000,4650000,1950000
Sri Lanka,2005,3530000,6520000,4730000,2010000
Sri Lanka,2006,3510000,6520000,4810000,2080000
Sri Lanka,2007,3510000,6510000,4870000,2160000
Sri Lanka,2008,3500000,6500000,4930000,2250000
Sri Lanka,2009,3520000,6470000,4970000,2340000
Sri Lanka,2010,3530000,6440000,5010000,2430000
Sri Lanka,2011,3530000,6420000,5040000,2530000
Sri Lanka,2012,3520000,6420000,5080000,2630000
Sri Lanka,2013,3510000,6450000,5120000,2740000
Sri Lanka,2014,3490000,6480000,5160000,2850000
Sri Lanka,2015,3470000,6520000,5200000,2960000
Sri Lanka,2016,3450000,6540000,5250000,3070000
Sri Lanka,2017,3440000,6550000,5310000,3180000
Sri Lanka,2018,3430000,6540000,5370000,3300000
Sri Lanka,2019,3430000,6520000,5450000,3410000
Sri Lanka,2020,3430000,6490000,5520000,3530000
Sri Lanka,2021,3440000,6470000,5590000,3640000
Sri Lanka,2022,3440000,6460000,5650000,3750000
Sri Lanka,2023,3440000,6470000,5710000,3860000
Sri Lanka,2024,3430000,6480000,5760000,3970000
St. Barthélemy,1950,393,595,439,222
St. Barthélemy,1951,392,618,450,226
St. Barthélemy,1952,388,634,457,219
St. Barthélemy,1953,386,646,458,220
St. Barthélemy,1954,388,647,456,229
St. Barthélemy,1955,391,649,450,232
St. Barthélemy,1956,397,646,443,227
St. Barthélemy,1957,409,641,439,224
St. Barthélemy,1958,425,648,434,224
St. Barthélemy,1959,443,664,423,225
St. Barthélemy,1960,462,688,405,229
St. Barthélemy,1961,480,709,388,232
St. Barthélemy,1962,501,729,376,232
St. Barthélemy,1963,521,750,365,235
St. Barthélemy,1964,527,772,357,236
St. Barthélemy,1965,519,795,353,232
St. Barthélemy,1966,499,815,361,230
St. Barthélemy,1967,468,825,380,224
St. Barthélemy,1968,440,819,404,213
St. Barthélemy,1969,430,798,425,208
St. Barthélemy,1970,433,776,439,204
St. Barthélemy,1971,436,767,455,205
St. Barthélemy,1972,439,760,471,210
St. Barthélemy,1973,446,749,493,215
St. Barthélemy,1974,459,748,520,218
St. Barthélemy,1975,471,772,551,221
St. Barthélemy,1976,484,818,576,221
St. Barthélemy,1977,496,880,604,219
St. Barthélemy,1978,505,959,634,218
St. Barthélemy,1979,506,1040,658,218
St. Barthélemy,1980,503,1100,683,221
St. Barthélemy,1981,501,1140,702,225
St. Barthélemy,1982,520,1280,727,235
St. Barthélemy,1983,557,1510,760,242
St. Barthélemy,1984,585,1730,795,251
St. Barthélemy,1985,607,1940,831,263
St. Barthélemy,1986,627,2120,868,273
St. Barthélemy,1987,646,2290,917,285
St. Barthélemy,1988,659,2430,961,294
St. Barthélemy,1989,665,2570,996,305
St. Barthélemy,1990,683,2650,1040,333
St. Barthélemy,1991,712,2660,1100,379
St. Barthélemy,1992,727,2680,1170,431
St. Barthélemy,1993,730,2710,1240,491
St. Barthélemy,1994,724,2730,1320,552
St. Barthélemy,1995,707,2740,1400,612
St. Barthélemy,1996,681,2760,1490,670
St. Barthélemy,1997,657,2780,1580,731
St. Barthélemy,1998,629,2790,1660,791
St. Barthélemy,1999,647,2790,1740,839
St. Barthélemy,2000,726,2760,1830,874
St. Barthélemy,2001,812,2730,1920,908
St. Barthélemy,2002,890,2710,2040,942
St. Barthélemy,2003,952,2720,2160,966
St. Barthélemy,2004,979,2740,2290,993
St. Barthélemy,2005,970,2790,2400,1020
St. Barthélemy,2006,945,2850,2520,1040
St. Barthélemy,2007,901,2910,2630,1080
St. Barthélemy,2008,841,2990,2740,1110
St. Barthélemy,2009,795,3060,2860,1130
St. Barthélemy,2010,795,3110,2940,1160
St. Barthélemy,2011,828,3140,2950,1200
St. Barthélemy,2012,859,3170,2960,1240
St. Barthélemy,2013,879,3200,3000,1270
St. Barthélemy,2014,891,3220,3040,1300
St. Barthélemy,2015,902,3240,3120,1340
St. Barthélemy,2016,901,3280,3200,1380
St. Barthélemy,2017,893,3360,3280,1420
St. Barthélemy,2018,940,3290,3300,1530
St. Barthélemy,2019,1110,2970,3190,1820
St. Barthélemy,2020,1350,2570,2990,2200
St. Barthélemy,2021,1500,2410,2880,2440
St. Barthélemy,2022,1510,2430,2890,2540
St. Barthélemy,2023,1490,2520,2880,2640
St. Barthélemy,2024,1450,2650,2870,2740
St. Helena,1950,1340,1300,677,562
St. Helena,1951,1320,1270,734,553
St. Helena,1952,1290,1240,786,547
St. Helena,1953,1250,1190,831,547
St. Helena,1954,1230,1140,874,554
St. Helena,1955,1210,1070,910,558
St. Helena,1956,1220,1010,939,570
St. Helena,1957,1250,993,958,580
St. Helena,1958,1290,1010,970,584
St. Helena,1959,1310,1040,981,589
St. Helena,1960,1320,1070,987,599
St. Helena,1961,1320,1090,990,616
St. Helena,1962,1300,1120,989,634
St. Helena,1963,1280,1140,987,651
St. Helena,1964,1260,1150,982,666
St. Helena,1965,1250,1150,977,681
St. Helena,1966,1260,1150,975,694
St. Helena,1967,1280,1180,968,703
St. Helena,1968,1310,1230,963,710
St. Helena,1969,1330,1290,959,721
St. Helena,1970,1350,1350,951,732
St. Helena,1971,1360,1410,953,739
St. Helena,1972,1360,1460,954,745
St. Helena,1973,1370,1500,949,753
St. Helena,1974,1380,1530,943,763
St. Helena,1975,1380,1550,940,777
St. Helena,1976,1370,1580,938,789
St. Helena,1977,1350,1630,945,792
St. Helena,1978,1320,1710,958,790
St. Helena,1979,1300,1790,971,790
St. Helena,1980,1260,1860,986,794
St. Helena,1981,1250,1930,1000,795
St. Helena,1982,1260,1980,1020,800
St. Helena,1983,1280,2010,1060,805
St. Helena,1984,1300,2020,1110,801
St. Helena,1985,1350,2020,1160,801
St. Helena,1986,1380,2020,1200,807
St. Helena,1987,1360,2030,1240,814
St. Helena,1988,1310,2050,1280,818
St. Helena,1989,1250,2080,1310,817
St. Helena,1990,1180,2110,1360,814
St. Helena,1991,1120,2110,1410,815
St. Helena,1992,1050,2090,1450,827
St. Helena,1993,978,2060,1490,840
St. Helena,1994,924,2020,1530,840
St. Helena,1995,879,1970,1550,856
St. Helena,1996,874,1920,1570,876
St. Helena,1997,918,1830,1610,895
St. Helena,1998,946,1750,1640,917
St. Helena,1999,924,1680,1690,935
